eta;professione;stato_civile;istruzione;default;prestito_casa;prestito_personale;mese;giorno_settimana;campagne;giorni_p;precedente;outcome_p;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
45;blue-collar;married;basic.4y;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;unemployed;single;basic.9y;no;no;no;may;tue;10;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;technician;married;professional.course;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;technician;married;professional.course;no;yes;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;services;divorced;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;blue-collar;married;basic.4y;unknown;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
58;blue-collar;married;unknown;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;blue-collar;married;basic.6y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;housemaid;married;high.school;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;technician;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;admin.;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
53;self-employed;married;basic.4y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;technician;married;unknown;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;admin.;divorced;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;services;married;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;services;married;high.school;no;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
53;blue-collar;married;basic.4y;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;yes
34;blue-collar;single;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;services;married;high.school;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;blue-collar;married;basic.9y;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;admin.;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
56;technician;married;professional.course;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;technician;married;professional.course;no;unknown;unknown;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;blue-collar;married;basic.9y;no;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;blue-collar;married;unknown;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;unknown;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;technician;married;professional.course;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;services;divorced;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;technician;married;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;technician;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;services;married;high.school;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;management;married;unknown;unknown;no;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;married;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;admin.;married;university.degree;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;services;married;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;admin.;married;high.school;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;admin.;married;high.school;no;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21;admin.;single;basic.9y;no;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
29;admin.;married;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
53;management;married;university.degree;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;blue-collar;married;basic.6y;no;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;blue-collar;single;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;admin.;divorced;university.degree;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;admin.;single;basic.6y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;entrepreneur;married;unknown;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;blue-collar;married;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;blue-collar;single;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;blue-collar;married;basic.9y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;blue-collar;married;basic.4y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;blue-collar;married;basic.4y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;blue-collar;married;basic.4y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;admin.;divorced;high.school;no;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;admin.;married;university.degree;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
53;blue-collar;married;basic.4y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;admin.;divorced;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
25;blue-collar;married;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;admin.;married;university.degree;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;admin.;divorced;professional.course;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;admin.;divorced;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;technician;married;professional.course;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;blue-collar;married;basic.6y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;technician;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
58;admin.;divorced;basic.9y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;admin.;married;high.school;no;yes;no;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;single;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;blue-collar;divorced;unknown;unknown;unknown;unknown;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;unknown;unknown;university.degree;no;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;technician;married;professional.course;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;services;single;unknown;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;admin.;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;blue-collar;married;basic.9y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;admin.;divorced;high.school;no;no;no;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;services;married;basic.9y;no;yes;no;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;services;married;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
54;management;married;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;services;single;basic.4y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;yes
30;admin.;married;university.degree;no;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;services;married;high.school;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;blue-collar;married;basic.6y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
52;technician;married;basic.9y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;admin.;married;basic.4y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;admin.;married;high.school;unknown;no;yes;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;unemployed;married;professional.course;no;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
59;technician;married;university.degree;unknown;no;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;admin.;single;unknown;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;unknown;married;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;self-employed;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;admin.;single;university.degree;no;no;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
56;management;married;unknown;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;services;married;high.school;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;blue-collar;single;basic.9y;no;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;blue-collar;married;basic.9y;no;no;no;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
57;blue-collar;divorced;basic.4y;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
51;admin.;married;basic.6y;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;technician;divorced;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
52;management;married;university.degree;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;blue-collar;married;basic.9y;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;basic.6y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;blue-collar;single;unknown;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;admin.;single;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;technician;single;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;blue-collar;married;basic.6y;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
59;entrepreneur;divorced;high.school;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
57;blue-collar;married;unknown;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;blue-collar;married;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;services;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;single;basic.4y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
54;entrepreneur;married;basic.6y;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
22;blue-collar;single;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;management;married;university.degree;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;management;married;high.school;no;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;blue-collar;married;professional.course;unknown;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
60;admin.;single;high.school;no;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;services;married;high.school;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;entrepreneur;married;basic.4y;unknown;yes;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;admin.;married;university.degree;unknown;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;services;married;high.school;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;admin.;married;university.degree;unknown;no;no;may;tue;5;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;blue-collar;single;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;blue-collar;divorced;high.school;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;entrepreneur;married;basic.9y;unknown;yes;yes;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;housemaid;married;high.school;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;blue-collar;single;basic.9y;no;yes;yes;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;blue-collar;married;basic.9y;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;entrepreneur;single;university.degree;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;services;married;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
57;blue-collar;divorced;professional.course;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;services;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;management;married;university.degree;no;no;yes;may;tue;12;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;blue-collar;married;basic.4y;unknown;no;no;may;tue;10;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
51;blue-collar;married;basic.9y;unknown;unknown;unknown;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;technician;married;basic.9y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;technician;divorced;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;married;basic.9y;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;blue-collar;married;basic.4y;unknown;yes;yes;may;tue;7;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
28;blue-collar;married;basic.6y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;services;married;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;services;single;high.school;no;yes;no;may;tue;9;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;housemaid;married;basic.9y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;admin.;married;university.degree;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;unknown;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
60;services;married;unknown;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
28;admin.;single;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;housemaid;divorced;university.degree;no;no;no;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;blue-collar;married;basic.6y;unknown;yes;no;may;tue;10;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
52;technician;married;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;admin.;married;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;entrepreneur;married;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;management;married;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;technician;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
48;entrepreneur;married;basic.9y;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;services;married;high.school;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;admin.;married;basic.9y;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
51;unemployed;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
49;admin.;married;university.degree;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;entrepreneur;married;basic.9y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;self-employed;married;basic.4y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;blue-collar;married;basic.6y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;admin.;divorced;university.degree;unknown;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
48;self-employed;married;university.degree;unknown;no;no;may;tue;8;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;services;married;high.school;no;unknown;unknown;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;services;married;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;blue-collar;divorced;basic.9y;no;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
35;unemployed;married;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
57;technician;married;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;admin.;married;university.degree;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;self-employed;married;basic.6y;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;admin.;single;university.degree;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;services;married;high.school;unknown;no;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;technician;divorced;basic.9y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;admin.;married;high.school;no;yes;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;blue-collar;unknown;unknown;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;technician;married;professional.course;no;unknown;unknown;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
29;student;single;university.degree;no;yes;no;may;tue;17;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;services;married;high.school;no;unknown;unknown;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;management;married;basic.9y;no;yes;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;student;single;high.school;unknown;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;basic.4y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;blue-collar;married;basic.9y;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;technician;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;management;married;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;services;married;professional.course;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
29;services;divorced;high.school;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;blue-collar;married;basic.6y;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;basic.9y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;admin.;married;basic.9y;no;yes;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;technician;married;professional.course;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;admin.;single;university.degree;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
46;management;married;basic.9y;no;yes;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;admin.;married;high.school;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;blue-collar;married;basic.6y;no;no;no;may;tue;9;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
41;management;single;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;admin.;married;professional.course;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
31;blue-collar;married;basic.9y;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
48;blue-collar;divorced;professional.course;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;housemaid;married;professional.course;unknown;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
30;self-employed;married;professional.course;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
58;management;married;basic.4y;no;no;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;blue-collar;single;basic.9y;no;no;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;yes
41;technician;married;professional.course;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;blue-collar;married;basic.4y;no;no;no;may;tue;8;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
47;blue-collar;married;basic.9y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;admin.;married;university.degree;no;no;yes;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;management;single;basic.9y;unknown;yes;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
45;blue-collar;married;basic.4y;unknown;no;no;may;tue;8;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;management;married;professional.course;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;blue-collar;married;basic.9y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;blue-collar;married;basic.9y;no;yes;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;divorced;basic.9y;no;no;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
57;self-employed;married;unknown;unknown;no;yes;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;blue-collar;married;basic.4y;no;no;yes;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
58;unemployed;married;basic.4y;unknown;no;no;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;admin.;single;university.degree;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
44;blue-collar;married;basic.9y;no;yes;yes;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
48;blue-collar;married;professional.course;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
42;blue-collar;married;basic.6y;no;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;blue-collar;married;high.school;unknown;no;no;may;tue;14;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
29;technician;married;professional.course;no;no;no;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
32;services;married;professional.course;no;yes;no;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40;admin.;single;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;management;married;high.school;no;yes;yes;may;tue;10;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
34;services;married;basic.6y;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
50;housemaid;divorced;basic.4y;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
28;blue-collar;single;basic.4y;no;no;no;may;tue;7;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;housemaid;married;basic.4y;no;unknown;unknown;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27;admin.;married;high.school;no;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
38;services;married;basic.9y;no;unknown;unknown;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
37;technician;married;professional.course;no;yes;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
39;admin.;married;basic.6y;unknown;yes;yes;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
36;technician;divorced;university.degree;unknown;yes;no;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
43;services;married;high.school;no;no;no;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
